gene_name	cisbp_motif_id	var_explained	beta	padj	activ_or_repr
ZNF708	ZNF708	7.70988969334141e-06	-0.01602010772940486	1.0	repressing
ZNF71	M10438_1	1.699944708666301e-05	-0.01303985887548312	1.0	repressing
ZNF711	M06970_1	9.8732747205732e-06	-0.01917278066056347	1.0	repressing
ZNF713	M06251_1	3.4524717924533377e-06	-0.008819830292608974	1.0	repressing
ZNF714	ZNF714	9.47459953459795e-06	-0.015264203622032164	1.0	repressing
ZNF716	ZNF716	6.302472155383931e-06	-0.009462334872772364	1.0	repressing
ZNF718	M05018_1	0.0	0.0	1.0	
ZNF727	M05020_1	0.0	0.0	1.0	
ZNF727	M05020_1	0.0	0.0	1.0	
ZNF730	ZNF730	1.0513359080754903e-05	-0.01456405171887498	1.0	repressing
ZNF735	M05024_1	0.0	0.0	1.0	
ZNF735	M05024_1	0.0	0.0	1.0	
ZNF736	ZNF736	3.3547163826863624e-06	-0.009549384814949977	1.0	repressing
ZNF737	ZNF737	3.0270052356895505e-06	-0.014934048404083114	1.0	repressing
ZNF74	ZNF74	1.3100522427977879e-06	-0.007919466699955295	1.0	repressing
ZNF740	M09391_1	0.0019365495095140517	0.19750918678634538	0.0004897868701992233	activating
ZNF749	ZNF749	1.396788884933109e-05	-0.016484812109619107	1.0	repressing
ZNF75A	M06254_1	5.437497727744933e-06	-0.011618739323681296	1.0	repressing
ZNF75D	ZNF75D	5.160056594677442e-06	-0.012153301206923116	1.0	repressing
ZNF76	M09397_1	9.70001353872707e-06	-0.016558648788535416	1.0	repressing
ZNF76	M10350_1	2.135984956119774e-05	-0.02162941843185858	1.0	repressing
ZNF761	M05028_1	0.0	0.0	1.0	
ZNF764	ZNF764	7.942407302730103e-06	-0.013916322319764134	1.0	repressing
ZNF765	ZNF765	3.881111590198216e-05	-0.027350902877905075	1.0	repressing
ZNF766	ZNF766	3.4301364515432198e-06	-0.013111313065835349	1.0	repressing
ZNF768	M10431_1	8.07620109233298e-06	-0.013004966044591683	1.0	repressing
ZNF77	ZNF77	1.8525781325662294e-06	-0.011587285309454364	1.0	repressing
ZNF770	M10379_1	0.0005051407753019488	0.06419724380100689	0.3787832865594733	activating
ZNF771	M09401_1	2.4057217050676982e-06	-0.013403318866845275	1.0	repressing
ZNF771	M09399_1	1.7686342280720524e-06	-0.011400416663686271	1.0	repressing
ZNF774	M10380_1	0.0004105478209236457	0.05357186060169786	0.6424840060044914	activating
ZNF776	ZNF776	4.011704306217112e-05	-0.02560616772626559	1.0	repressing
ZNF777	M10317_1	5.508673489695859e-06	-0.0184237821622159	1.0	repressing
ZNF778	ZNF778	7.131544096705689e-06	-0.016955264317741692	1.0	repressing
ZNF778	M10417_1	2.576765823270044e-06	-0.014857274829814021	1.0	repressing
ZNF780A	ZNF780A	5.080501596010922e-05	-0.023488991198753018	1.0	repressing
ZNF782	ZNF782	3.3108055379482693e-06	-0.011251101130919412	1.0	repressing
ZNF783	ZNF783	2.1025124250062532e-05	-0.03725689527031632	1.0	repressing
ZNF784	M10400_1	3.551705456628085e-06	-0.013318848490887006	1.0	repressing
ZNF785	ZNF785	6.451156361220178e-06	-0.012364725622182333	1.0	repressing
ZNF786	ZNF786	2.517115145339588e-05	-0.020213096509280094	1.0	repressing
ZNF787	M10059_1	1.1626598443559288e-05	-0.017231377863050037	1.0	repressing
ZNF787	M10060_1	3.7563067241563886e-05	-0.02008765934556831	1.0	repressing
ZNF789	ZNF789	1.6007223686442806e-05	-0.017876134804070604	1.0	repressing
ZNF79	ZNF79	5.03177214417061e-06	-0.007343123018756313	1.0	repressing
ZNF790	ZNF790	8.97513266773231e-06	-0.01867002749379912	1.0	repressing
ZNF791	ZNF791	6.292067656787914e-06	-0.014511477600873053	1.0	repressing
ZNF792	ZNF792	5.140485434962372e-05	-0.03076045122550504	1.0	repressing
ZNF793	ZNF793	9.395505488174472e-06	-0.01831401964624273	1.0	repressing
ZNF799	ZNF799	3.4815405752786077e-06	0.010028694114340394	1.0	activating
ZNF8	M10347_1	9.302085716145214e-07	-0.009904388346002166	1.0	repressing
ZNF8	ZNF8	1.2871277107473489e-06	-0.009587213389074601	1.0	repressing
ZNF805	ZNF805	1.2969614229918491e-05	-0.015138929375356812	1.0	repressing
ZNF808	ZNF808	3.866071797586912e-06	-0.011741794867120058	1.0	repressing
ZNF81	ZNF81	2.970135437485588e-06	-0.011390003270678769	1.0	repressing
ZNF816	M10368_1	1.0890459866130797e-05	-0.016386755139360273	1.0	repressing
ZNF816	ZNF816	1.7216982293621896e-05	-0.018335681678091523	1.0	repressing
ZNF821	M09405_1	3.2972203724002114e-06	-0.011844255528146528	1.0	repressing
ZNF823	ZNF823	1.47021876812925e-05	-0.011908151939960657	1.0	repressing
ZNF84	ZNF84	1.268215400485051e-05	-0.012802722933793035	1.0	repressing
ZNF846	ZNF846	0.0	0.0	1.0	
ZNF85	ZNF85	0.0010445661498943437	0.11011047581308095	0.026275473630781067	activating
ZNF85	M10363_1	3.753021045715954e-06	-0.011223940491566213	1.0	repressing
ZNF852	M10313_1	1.736120161299759e-06	-0.01023086681111432	1.0	repressing
ZNF860	ZNF860	3.9156078196489474e-05	-0.022053127700871176	1.0	repressing
ZNF879	ZNF879	4.9216012814046195e-06	-0.00677595131528558	1.0	repressing
ZNF880	ZNF880	3.820622287298292e-05	-0.018659852216427308	1.0	repressing
ZNF883	M05032_1	0.0	0.0	1.0	
ZNF891	ZNF891	2.0958617088395748e-05	-0.022445403756915033	1.0	repressing
ZNF90	ZNF90	0.0012163980481856296	0.1285077502091823	0.011547434466966188	activating
ZNF93	ZNF93	5.195056911899698e-05	-0.02799415960829655	1.0	repressing
ZNF98	M10322_1	1.414924008835694e-05	-0.010182331728532194	1.0	repressing
ZSCAN1	M09407_1	4.686929004349416e-06	-0.011165647351367818	1.0	repressing
ZSCAN10	M00592_1	4.327830555039824e-06	-0.014602361161411939	1.0	repressing
ZSCAN16	M09411_1	2.7935570461323778e-06	-0.011922968603684244	1.0	repressing
ZSCAN22	M10335_1	0.000965075598359233	0.10904460935920807	0.0371123348117836	activating
ZSCAN23	M09413_1	1.4370392598106463e-06	-0.009144435100612814	1.0	repressing
ZSCAN26	M04779_1	0.0	0.0	1.0	
ZSCAN29	M09415_1	2.1565377998911117e-06	-0.019482472352216142	1.0	repressing
ZSCAN30	M10388_1	4.1766369081153165e-05	-0.02549760754082854	1.0	repressing
ZSCAN31	M10415_1	4.227566773207236e-06	-0.013326872772326175	1.0	repressing
ZSCAN31	M09357_1	3.5882158114786122e-06	-0.012786933337963846	1.0	repressing
ZSCAN4	M09417_1	5.322461387402555e-06	-0.012363760876181988	1.0	repressing
ZSCAN5A	M09419_1	6.790970464964907e-06	-0.013488589057466121	1.0	repressing
ZSCAN5C	M10321_1	1.7316210514373154e-06	-0.009812245821301349	1.0	repressing
ZSCAN9	M09421_1	1.5028558509877499e-06	-0.007021993526233367	1.0	repressing
ZZZ3	M01853_1	0.0	0.0	1.0	
